label,text
disgust,When I saw several people washing their car with water from a drain.
shame,When I inadvertantly entered the ladies room and met some girls on my way out.
guilt,I was entrusted with an object and while using it I handled it carelessly and it broke.
joy,"When I learned, after the ecography, that my mother was expecting a baby girl.  That was what I wanted."
fear,"One night, walking along a park, I began to think that some roughnecks would appear suddenly with knives and things like that."
anger,I had an exam and I had it well prepared.  I did the first part very well but did not know the second part.
sadness,When my parents did not let me go on a study tour.
disgust,"One day I was going through the street door of my house, when a man asked me for a doctor.  He then showed me his genitals and asked me to cure him myself."
shame,Each time the professor asks me a question in class.
guilt,I had an argument with my boyfriend.  It was my fault but my pride would not let me admit it.
joy,An invitation to spend 5 days at the seaside with all expenses paid.
fear,A film on zombies.
anger,When males in my family try to assign house duties exclusively with referance to sex.
sadness,I had a quarrell with my boyfriend and decided to finish with him and and my Easter holidays.
disgust,"When after a storm in the country, I left my shelter and saw a big, fat, slimy green toad by my side."
shame,When a friend from whom I preferred to hide my private life discovered that I had relations with a man.
guilt,When my brother had to spend all evening repairing a gear-lever that I had broken.
joy,When I passed the university entrance exam.
fear,"When I was walking down the street, some boys showed me a knife and stole all my money."
anger,"When they threw my holder down on the floor, with all my notes for an exam inside it and they got all mixed up."
sadness,When my mother was operated.
disgust,When I see pornographic films.
shame,One day I got on the bus without any money or season ticket and the driver threw me out.
guilt,When a friend of mine was beaten for what was my fault.
joy,My father had an operation which lasted for hours.  We were all very worried but it was successful.
